task_id,task_name,concept,execution_stream,phase,start,finish,critical,implementation_readiness,quality_score,implementation_summary,linked_playbooks,task_specific_tests,implementation_steps,authorizations,procurement_actions,long_lead_items,decision_points,field_lab_vendor_activities,contingencies,implementation_records,open_decisions,first_hold_point
P50-06,"NRC construction-permit safety and environmental review, audits, and RAI closure",Power Reactor,5 - Power-reactor engineering and licensing,Part 50 licensing,2028-10-01,2029-09-30,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver NRC construction-permit safety and environmental review, audits, and RAI closure between 2028-10-01 and 2029-09-30 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is LIC; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-SUPPLY-01; PB-TEST-01,,5,3,2,1,3,1,3,5,2,HP-I1 implementation authorization
P50-07,"Construction-permit ACRS review, mandatory hearing, contentions, and CP decision",Power Reactor,5 - Power-reactor engineering and licensing,Part 50 licensing,2029-04-01,2029-12-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Construction-permit ACRS review, mandatory hearing, contentions, and CP decision between 2029-04-01 and 2029-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is LIC; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-TEST-01,,5,3,2,1,3,1,3,5,2,HP-I1 implementation authorization
P50-08,"Optional Limited Work Authorization scope, application, and compliance controls",Power Reactor,5 - Power-reactor engineering and licensing,Part 50 licensing,2027-07-01,2029-03-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Optional Limited Work Authorization scope, application, and compliance controls between 2027-07-01 and 2029-03-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is LIC; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-TEST-01,,5,3,2,1,3,1,3,5,2,HP-I1 implementation authorization
P50-09,"CP conditions, commitments, and authorization-to-construct implementation",Power Reactor,5 - Power-reactor engineering and licensing,Part 50 licensing,2029-07-01,2029-12-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver CP conditions, commitments, and authorization-to-construct implementation between 2029-07-01 and 2029-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is LIC; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-MAT-01; PB-SUPPLY-01; PB-TEST-01,,5,3,1,1,3,1,3,5,2,HP-I1 implementation authorization
P50-10,"Detailed design completion, PSAR-to-as-built configuration control, and OL impact evaluation",Power Reactor,5 - Power-reactor engineering and licensing,Part 50 licensing,2028-01-01,2034-03-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Detailed design completion, PSAR-to-as-built configuration control, and OL impact evaluation between 2028-01-01 and 2034-03-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is LIC; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-SUPPLY-01; PB-TEST-01; PB-WASTE-01,,5,3,5,1,3,1,3,5,2,HP-I1 implementation authorization
P50-11,"Part 50 construction inspection readiness, quality oversight, and regulatory reporting",Power Reactor,5 - Power-reactor engineering and licensing,Part 50 licensing,2029-10-01,2034-12-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Part 50 construction inspection readiness, quality oversight, and regulatory reporting between 2029-10-01 and 2034-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is LIC; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-MAT-01; PB-SUPPLY-01; PB-TEST-01,,5,4,5,1,3,4,3,5,2,HP-I1 implementation authorization
P50-12,Final Safety Analysis Report and as-built safety-analysis application development,Power Reactor,5 - Power-reactor engineering and licensing,Part 50 licensing,2031-01-01,2033-06-30,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Final Safety Analysis Report and as-built safety-analysis application development between 2031-01-01 and 2033-06-30 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is LIC; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-MAT-01; PB-TEST-01; PB-WASTE-01,,5,3,2,1,3,1,3,5,2,HP-I1 implementation authorization
P50-13,"Technical Specifications, operating programs, staffing, training, EP, security, and simulator readiness",Power Reactor,5 - Power-reactor engineering and licensing,Part 50 licensing,2031-01-01,2034-06-30,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Technical Specifications, operating programs, staffing, training, EP, security, and simulator readiness between 2031-01-01 and 2034-06-30 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is LIC; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-CHEM-01; PB-MCA-01; PB-TEST-01,,5,3,2,1,3,1,3,5,3,HP-I1 implementation authorization
P50-14,"Operating License application assembly, submittal, and docketing",Power Reactor,5 - Power-reactor engineering and licensing,Part 50 licensing,2033-01-01,2033-06-30,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Operating License application assembly, submittal, and docketing between 2033-01-01 and 2033-06-30 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is LIC; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-MCA-01; PB-TEST-01,,5,3,2,1,3,1,3,5,2,HP-I1 implementation authorization
P50-15,"Preoperational, startup, and power-ascension evidence for OL findings",Power Reactor,5 - Power-reactor engineering and licensing,Part 50 licensing,2033-01-01,2035-03-31,True,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Preoperational, startup, and power-ascension evidence for OL findings between 2033-01-01 and 2035-03-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is LIC; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-FUEL-01; PB-TEST-01,,6,5,5,1,3,4,3,5,4,HP-I1 implementation authorization
